	Provider	InstrumentID	InstrumentType	QuoteType	Field	EffectiveAt	Value	Unit	Lineage	CutLabel	UploadedBy	AsAt
10	TraderMade	EUR/CAD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.55498	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
11	TraderMade	GBP/NZD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	2.01878	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
12	TraderMade	USD/CHF	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.98481	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
13	TraderMade	EUR/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.84087	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
14	TraderMade	USD/PLN	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	4.29595	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
15	TraderMade	GBP/AUD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.98145	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
16	TraderMade	EUR/PLN	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	4.6093	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
17	TraderMade	USD/HUF	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	327.535	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
18	TraderMade	USD/RUB	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	79.57	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
19	TraderMade	GBP/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.15405	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
20	TraderMade	NOK/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	9.606	NOK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
21	TraderMade	AUD/NZD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.01882	AUD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
22	TraderMade	NZD/CAD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.82911	NZD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
23	TraderMade	EUR/GBP	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.92921	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
24	TraderMade	GBP/ZAR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	20.5927	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
25	TraderMade	AUD/USD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.58393	AUD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
26	TraderMade	USD/DKK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	6.9627	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
27	TraderMade	GBP/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	128.43451	GBP			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
28	TraderMade	SGD/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	76.185	SGD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
29	TraderMade	EUR/ZAR	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	19.13175	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
30	TraderMade	NOK/SEK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.89392	NOK			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
31	TraderMade	CHF/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	112.953	CHF			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
32	TraderMade	EUR/NZD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	1.87555	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
33	TraderMade	USD/HKD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	7.75596	USD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
34	TraderMade	CAD/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	76.735	CAD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
35	TraderMade	ZAR/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	6.237	ZAR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
36	TraderMade	EUR/NOK	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	12.4242	EUR			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
37	TraderMade	AUD/CAD	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	0.84469	AUD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:50.951271+00:00
38	TraderMade	NZD/JPY	CurrencyPair	Price	close	2020-03-23T00:00:00.0000000+00:00	63.616	NZD			00u4edvyh4xFY1Yei2p7	2020-03-25 16:26:47.115868+00:00
